ID,Store_id,Store_Type,Location_Type,Region_Code,date,holiday,discount,order,sales,price
T1000178,193,S2,L3,R4,2018/1/1,1,Yes,45,36434.76,809.6613333
T1000179,192,S1,L1,R3,2018/1/1,1,Yes,53,36153,682.1320755
T1000180,87,S4,L2,R3,2018/1/1,1,Yes,35,29043.36,829.8102857
T1000181,86,S1,L1,R4,2018/1/1,1,Yes,154,115665.3,751.0733766
T1000182,85,S4,L2,R1,2018/1/1,1,Yes,47,37581.6,799.6085106
T1000183,24,S1,L1,R2,2018/1/1,1,Yes,30,24935.04,831.168
T1000184,84,S1,L1,R3,2018/1/1,1,Yes,21,18342.9,873.4714286
T1000185,83,S2,L5,R1,2018/1/1,1,Yes,90,60905.88,676.732
T1000186,82,S4,L2,R1,2018/1/1,1,Yes,54,48498.48,898.12
T1000187,81,S3,L2,R1,2018/1/1,1,Yes,50,40837.5,816.75
T1000188,88,S2,L5,R2,2018/1/1,1,Yes,90,86203.2,957.8133333
T1000189,80,S1,L1,R1,2018/1/1,1,Yes,32,27518.4,859.95
T1000190,78,S1,L1,R4,2018/1/1,1,Yes,21,18956.37,902.6842857
T1000191,77,S2,L5,R3,2018/1/1,1,Yes,23,19276.95,838.1282609
T1000192,76,S2,L3,R3,2018/1/1,1,Yes,62,54510.72,879.2051613
T1000193,75,S3,L2,R3,2018/1/1,1,Yes,68,55256.76,812.5994118
T1000194,74,S3,L1,R2,2018/1/1,1,Yes,56,52430.4,936.2571429
T1000195,73,S3,L2,R4,2018/1/1,1,Yes,49,43995.96,897.8767347
T1000196,72,S1,L2,R3,2018/1/1,1,Yes,26,21769.44,837.2861538
T1000197,25,S1,L3,R1,2018/1/1,1,Yes,47,38159.37,811.9014894
T1000198,79,S2,L5,R4,2018/1/1,1,Yes,38,33914.94,892.4984211
T1000199,71,S2,L5,R1,2018/1/1,1,Yes,40,31126.5,778.1625
T1000200,89,S1,L4,R1,2018/1/1,1,Yes,23,19155.69,832.856087
T1000201,91,S3,L1,R1,2018/1/1,1,Yes,56,45338.31,809.6126786
T1000202,108,S1,L1,R4,2018/1/1,1,Yes,46,35656.8,775.1478261
T1000203,107,S1,L3,R3,2018/1/1,1,Yes,49,37879.71,773.0553061
T1000204,106,S1,L1,R4,2018/1/1,1,Yes,61,43882.26,719.3813115
T1000205,105,S4,L2,R1,2018/1/1,1,Yes,40,29696.58,742.4145
T1000206,104,S1,L1,R2,2018/1/1,1,Yes,47,37623.24,800.4944681
T1000207,103,S1,L3,R3,2018/1/1,1,Yes,81,67049.76,827.7748148
T1000208,102,S4,L2,R1,2018/1/1,1,Yes,37,27197.94,735.0794595
T1000209,101,S1,L4,R3,2018/1/1,1,Yes,36,29429.73,817.4925
T1000210,90,S1,L1,R3,2018/1/1,1,Yes,40,29089.77,727.24425
T1000211,100,S1,L1,R2,2018/1/1,1,Yes,58,44586.63,768.735
T1000212,98,S2,L5,R2,2018/1/1,1,Yes,79,56481.3,714.9531646
T1000213,97,S4,L1,R1,2018/1/1,1,Yes,64,50328.96,786.39
T1000214,23,S1,L1,R4,2018/1/1,1,Yes,42,41068.44,977.82
T1000215,96,S3,L1,R3,2018/1/1,1,Yes,58,43778.4,754.8
T1000216,95,S3,L1,R1,2018/1/1,1,Yes,53,40939.86,772.4501887
T1000217,94,S4,L2,R2,2018/1/1,1,Yes,42,38694.6,921.3
T1000218,93,S1,L1,R4,2018/1/1,1,Yes,46,33786.06,734.4795652
T1000219,92,S1,L4,R2,2018/1/1,1,Yes,50,37680.75,753.615
T1000220,99,S1,L1,R3,2018/1/1,1,Yes,30,27258,908.6
T1000221,70,S1,L1,R3,2018/1/1,1,Yes,36,27247.89,756.8858333
T1000222,69,S1,L1,R4,2018/1/1,1,Yes,46,41822.04,909.1747826
T1000223,68,S1,L2,R4,2018/1/1,1,Yes,37,26983.44,729.2821622
T1000224,46,S2,L1,R2,2018/1/1,1,Yes,59,42451.2,719.5118644
T1000225,45,S3,L1,R1,2018/1/1,1,Yes,45,30511.38,678.0306667
T1000226,44,S1,L3,R2,2018/1/1,1,Yes,50,43734.6,874.692
T1000227,43,S1,L1,R2,2018/1/1,1,Yes,41,31358.34,764.837561
T1000228,42,S1,L4,R3,2018/1/1,1,Yes,59,49283.85,835.3194915
T1000229,41,S1,L1,R2,2018/1/1,1,Yes,40,34832.7,870.8175
T1000230,40,S1,L1,R4,2018/1/1,1,Yes,72,46017.51,639.1320833
T1000231,39,S4,L1,R1,2018/1/1,1,Yes,30,23423.82,780.794
T1000232,47,S4,L2,R2,2018/1/1,1,Yes,26,22323.33,858.5896154
T1000233,38,S1,L3,R2,2018/1/1,1,Yes,37,32167.2,869.3837838
T1000234,36,S1,L3,R4,2018/1/1,1,Yes,47,35736,760.3404255
T1000235,28,S3,L2,R3,2018/1/1,1,Yes,40,34652.52,866.313
T1000236,35,S1,L1,R2,2018/1/1,1,Yes,51,37629.36,737.8305882
T1000237,34,S1,L3,R1,2018/1/1,1,Yes,77,66108.24,858.5485714
T1000238,33,S4,L2,R4,2018/1/1,1,Yes,31,25787.91,831.8680645
T1000239,32,S1,L1,R2,2018/1/1,1,Yes,48,32377.05,674.521875
T1000240,31,S1,L5,R2,2018/1/1,1,Yes,62,53411.4,861.4741935
T1000241,30,S1,L2,R2,2018/1/1,1,Yes,38,27322.11,719.0028947
T1000242,37,S1,L3,R3,2018/1/1,1,Yes,61,46580.85,763.6204918
T1000243,27,S1,L3,R3,2018/1/1,1,Yes,35,26910.84,768.8811429
T1000244,48,S1,L1,R2,2018/1/1,1,Yes,77,57111.12,741.7028571
T1000245,49,S4,L1,R2,2018/1/1,1,Yes,37,30395.52,821.5005405
T1000246,67,S2,L5,R1,2018/1/1,1,Yes,65,44949.45,691.53
T1000247,66,S3,L3,R3,2018/1/1,1,Yes,28,26151.12,933.9685714
T1000248,65,S1,L2,R2,2018/1/1,1,Yes,60,46070.64,767.844
T1000249,64,S3,L1,R2,2018/1/1,1,Yes,52,42293.94,813.345
T1000250,63,S1,L1,R2,2018/1/1,1,Yes,25,18729.36,749.1744
T1000251,62,S2,L5,R1,2018/1/1,1,Yes,59,44332.68,751.4013559
T1000252,61,S1,L1,R3,2018/1/1,1,Yes,53,38172.6,720.2377358
T1000253,60,S1,L5,R2,2018/1/1,1,Yes,41,32148,784.097561
T1000254,26,S1,L1,R3,2018/1/1,1,Yes,59,44263.8,750.2338983
T1000255,59,S1,L3,R1,2018/1/1,1,Yes,76,63637.02,837.3292105
T1000256,58,S1,L1,R1,2018/1/1,1,Yes,61,42046.2,689.2819672
T1000257,57,S4,L1,R1,2018/1/1,1,Yes,32,23254.11,726.6909375
T1000258,56,S2,L5,R3,2018/1/1,1,Yes,45,32458.08,721.2906667
T1000259,55,S1,L1,R2,2018/1/1,1,Yes,50,49863.66,997.2732
T1000260,54,S1,L2,R3,2018/1/1,1,Yes,59,46891.5,794.7711864
T1000261,53,S3,L1,R2,2018/1/1,1,Yes,62,55593.72,896.6729032
T1000262,52,S1,L1,R3,2018/1/1,1,Yes,33,27864.42,844.3763636
T1000263,51,S1,L1,R2,2018/1/1,1,Yes,50,42577.98,851.5596
T1000264,50,S3,L2,R4,2018/1/1,1,Yes,67,47837.25,713.988806
T1000265,22,S1,L1,R4,2018/1/1,1,Yes,85,67557.24,794.7910588
T1000266,109,S1,L1,R1,2018/1/1,1,Yes,49,44631,910.8367347
T1000267,110,S2,L3,R3,2018/1/1,1,Yes,50,38938.8,778.776
T1000268,111,S1,L1,R2,2018/1/1,1,Yes,24,22464.75,936.03125
T1000269,17,S1,L1,R2,2018/1/1,1,Yes,56,40585.86,724.7475
T1000270,169,S1,L2,R4,2018/1/1,1,Yes,31,27930.33,900.9783871
T1000271,168,S2,L3,R3,2018/1/1,1,Yes,45,33094.8,735.44
T1000272,167,S1,L1,R2,2018/1/1,1,Yes,30,25254.99,841.833
T1000273,166,S1,L1,R2,2018/1/1,1,Yes,43,30861,717.6976744
T1000274,165,S1,L1,R2,2018/1/1,1,Yes,42,37028.34,881.6271429
T1000275,164,S1,L1,R3,2018/1/1,1,Yes,45,43192.32,959.8293333
T1000276,163,S1,L2,R3,2018/1/1,1,Yes,92,69630,756.8478261
T1000277,170,S1,L1,R2,2018/1/1,1,Yes,45,39969.72,888.216
T1000278,162,S4,L1,R2,2018/1/1,1,Yes,33,33615,1018.636364
T1000279,160,S4,L2,R1,2018/1/1,1,Yes,21,19997.67,952.27
T1000280,159,S2,L1,R3,2018/1/1,1,Yes,102,68569.92,672.2541176
T1000281,158,S4,L2,R2,2018/1/1,1,Yes,76,52119.09,685.7775
T1000282,18,S4,L1,R1,2018/1/1,1,Yes,39,26347.89,675.5869231
T1000283,157,S4,L2,R1,2018/1/1,1,Yes,55,46555.41,846.462
T1000284,156,S1,L1,R3,2018/1/1,1,Yes,44,33333.12,757.5709091
T1000285,155,S3,L1,R2,2018/1/1,1,Yes,50,35640,712.8
T1000286,154,S1,L3,R2,2018/1/1,1,Yes,115,82906.2,720.9234783
T1000287,161,S1,L1,R3,2018/1/1,1,Yes,125,81403.2,651.2256
T1000288,171,S4,L2,R3,2018/1/1,1,Yes,36,31800,883.3333333
T1000289,172,S1,L1,R1,2018/1/1,1,Yes,66,50804.01,769.7577273
T1000290,173,S4,L2,R1,2018/1/1,1,Yes,60,46509.54,775.159
T1000291,191,S3,L1,R1,2018/1/1,1,Yes,62,41235.48,665.0883871
T1000292,190,S3,L3,R1,2018/1/1,1,Yes,36,32101.92,891.72
T1000293,189,S2,L3,R3,2018/1/1,1,Yes,45,40705.56,904.568
T1000294,188,S3,L2,R1,2018/1/1,1,Yes,39,29496.54,756.3215385
T1000295,187,S1,L1,R1,2018/1/1,1,Yes,25,20638.8,825.552
T1000296,186,S2,L5,R2,2018/1/1,1,Yes,48,44349.48,923.9475
T1000297,185,S1,L1,R3,2018/1/1,1,Yes,38,34642.08,911.6336842
T1000298,184,S1,L2,R2,2018/1/1,1,Yes,55,40186.5,730.6636364
T1000299,183,S1,L3,R1,2018/1/1,1,Yes,69,50121,726.3913043
T1000300,16,S1,L3,R1,2018/1/1,1,Yes,94,68044.95,723.8824468
T1000301,182,S3,L1,R1,2018/1/1,1,Yes,72,51291.51,712.3820833
T1000302,181,S3,L1,R3,2018/1/1,1,Yes,39,30167.28,773.52
T1000303,180,S1,L3,R2,2018/1/1,1,Yes,40,36056.64,901.416
T1000304,179,S1,L1,R2,2018/1/1,1,Yes,60,54196.26,903.271
T1000305,178,S3,L2,R3,2018/1/1,1,Yes,32,28636.71,894.8971875
T1000306,177,S2,L1,R4,2018/1/1,1,Yes,77,61160.4,794.2909091
T1000307,176,S4,L2,R3,2018/1/1,1,Yes,180,126633,703.5166667
T1000308,175,S4,L2,R1,2018/1/1,1,Yes,38,31424.04,826.9484211
T1000309,174,S1,L1,R4,2018/1/1,1,Yes,86,66478.5,773.005814
T1000310,153,S4,L2,R1,2018/1/1,1,Yes,31,26400,851.6129032
T1000311,356,S3,L3,R1,2018/1/1,1,Yes,23,20410.2,887.4
T1000312,152,S2,L1,R1,2018/1/1,1,Yes,48,40032.72,834.015
T1000313,150,S4,L2,R1,2018/1/1,1,Yes,31,23971.68,773.28
T1000314,128,S1,L2,R2,2018/1/1,1,Yes,84,63596.25,757.0982143
T1000315,127,S4,L2,R2,2018/1/1,1,Yes,111,87717.66,790.2491892
T1000316,126,S4,L2,R2,2018/1/1,1,Yes,71,48356.37,681.0756338
T1000317,125,S4,L2,R1,2018/1/1,1,Yes,68,59560.35,875.8875
T1000318,124,S3,L2,R3,2018/1/1,1,Yes,62,56372.94,909.2409677
T1000319,123,S4,L2,R3,2018/1/1,1,Yes,46,43755.66,951.21
T1000320,122,S1,L1,R2,2018/1/1,1,Yes,46,41795.94,908.6073913
T1000321,121,S1,L1,R4,2018/1/1,1,Yes,88,89402.28,1015.935
T1000322,129,S3,L1,R1,2018/1/1,1,Yes,58,56347.2,971.5034483
T1000323,21,S3,L2,R4,2018/1/1,1,Yes,31,29021.76,936.1858065
T1000324,119,S1,L1,R3,2018/1/1,1,Yes,32,29624.04,925.75125
T1000325,118,S2,L1,R4,2018/1/1,1,Yes,39,34079.22,873.8261538
T1000326,117,S1,L1,R3,2018/1/1,1,Yes,33,30542.67,925.5354545
T1000327,116,S2,L3,R3,2018/1/1,1,Yes,85,55071.9,647.9047059
T1000328,115,S4,L2,R1,2018/1/1,1,Yes,46,37318.2,811.2652174
T1000329,114,S3,L1,R4,2018/1/1,1,Yes,33,29751.72,901.5672727
T1000330,113,S2,L3,R3,2018/1/1,1,Yes,41,32589.18,794.8580488
T1000331,112,S1,L1,R3,2018/1/1,1,Yes,50,40529.97,810.5994
T1000332,120,S3,L2,R2,2018/1/1,1,Yes,59,47325.6,802.1288136
T1000333,130,S1,L1,R3,2018/1/1,1,Yes,54,40538.16,750.7066667
T1000334,131,S4,L2,R1,2018/1/1,1,Yes,37,27043.08,730.8940541
