ID,Store_id,Store_Type,Location_Type,Region_Code,date,holiday,discount,order,sales,price
T1000068,232,S1,L1,R4,2018-01-01,1,Yes,77,57121.2,741.8337662
T1000069,12,S1,L3,R2,2018-01-01,1,Yes,81,60415.08,745.8651852
T1000071,230,S2,L4,R4,2018-01-01,1,Yes,41,29291.25,714.4207317
T1000072,229,S1,L1,R2,2018-01-01,1,Yes,42,36057.06,858.5014286
T1000073,228,S1,L1,R1,2018-01-01,1,Yes,60,47128.77,785.4795
T1000074,227,S4,L2,R1,2018-01-01,1,Yes,37,29282.88,791.4291892
T1000075,226,S2,L5,R4,2018-01-01,1,Yes,61,52985.88,868.6209836
T1000076,225,S1,L1,R1,2018-01-01,1,Yes,49,40764.0,831.9183673
T1000077,224,S1,L2,R2,2018-01-01,1,Yes,58,43984.08,758.3462069
T1000078,223,S2,L5,R2,2018-01-01,1,Yes,118,85426.92,723.9569492
T1000079,222,S4,L2,R2,2018-01-01,1,Yes,44,33013.2,750.3
T1000080,221,S1,L1,R2,2018-01-01,1,Yes,27,22759.38,842.94
T1000081,220,S2,L4,R3,2018-01-01,1,Yes,121,76365.9,631.1231405
T1000082,219,S4,L2,R1,2018-01-01,1,Yes,32,22716.45,709.8890625
T1000083,13,S3,L3,R1,2018-01-01,1,Yes,49,37305.36,761.3338776
T1000084,218,S1,L3,R2,2018-01-01,1,Yes,83,60897.93,733.71
T1000085,217,S4,L1,R1,2018-01-01,1,Yes,29,22003.08,758.7268966
T1000089,275,S4,L1,R1,2018-01-01,1,Yes,61,53352.0,874.6229508
T1000090,277,S1,L3,R1,2018-01-01,1,Yes,52,38706.3,744.3519231
T1000091,335,S1,L1,R3,2018-01-01,1,Yes,53,45119.04,851.3026415
T1000092,334,S3,L2,R2,2018-01-01,1,Yes,36,32145.9,892.9416667
T1000093,333,S1,L1,R3,2018-01-01,1,Yes,34,24754.86,728.0841176
T1000094,332,S2,L5,R1,2018-01-01,1,Yes,36,29683.2,824.5333333
T1000095,331,S1,L1,R4,2018-01-01,1,Yes,77,57279.96,743.8955844
T1000096,330,S4,L2,R1,2018-01-01,1,Yes,52,40680.0,782.3076923
T1000097,4,S1,L1,R2,2018-01-01,1,Yes,80,53615.52,670.194
T1000098,329,S4,L2,R3,2018-01-01,1,Yes,31,23546.25,759.5564516
T1000099,336,S4,L2,R1,2018-01-01,1,Yes,46,35696.43,776.0093478
T1000100,328,S1,L3,R1,2018-01-01,1,Yes,68,47319.39,695.8733824
T1000101,326,S3,L1,R1,2018-01-01,1,Yes,57,45271.74,794.2410526
T1000103,324,S1,L2,R3,2018-01-01,1,Yes,50,38299.5,765.99
T1000104,323,S1,L4,R1,2018-01-01,1,Yes,37,33062.61,893.5840541
T1000105,322,S2,L3,R4,2018-01-01,1,Yes,64,48916.8,764.325
T1000106,321,S3,L1,R2,2018-01-01,1,Yes,42,34763.19,827.695
T1000107,320,S2,L3,R2,2018-01-01,1,Yes,73,58579.92,802.4646575
T1000108,319,S3,L1,R2,2018-01-01,1,Yes,42,30477.6,725.6571429
T1000109,327,S4,L1,R3,2018-01-01,1,Yes,66,52701.12,798.5018182
T1000110,318,S1,L3,R2,2018-01-01,1,Yes,71,48639.12,685.0580282
T1000111,337,S4,L2,R1,2018-01-01,1,Yes,92,68021.46,739.3636957
T1000112,339,S4,L2,R1,2018-01-01,1,Yes,76,58770.84,773.3005263
T1000113,355,S2,L4,R2,2018-01-01,1,Yes,83,63463.14,764.6161446
T1000114,354,S4,L2,R1,2018-01-01,1,Yes,46,37962.45,825.2706522
T1000115,2,S3,L1,R3,2018-01-01,1,Yes,25,18137.52,725.5008
T1000116,353,S1,L3,R3,2018-01-01,1,Yes,73,55244.7,756.7767123
T1000117,352,S4,L1,R1,2018-01-01,1,Yes,41,31798.5,775.5731707
T1000118,351,S1,L4,R3,2018-01-01,1,Yes,42,33430.74,795.97
T1000119,350,S1,L3,R2,2018-01-01,1,Yes,46,36946.98,803.1952174
T1000120,349,S1,L1,R4,2018-01-01,1,Yes,63,42201.0,669.8571429
T1000121,338,S4,L2,R1,2018-01-01,1,Yes,111,73205.97,659.5132432
T1000122,348,S3,L1,R1,2018-01-01,1,Yes,48,41238.6,859.1375
T1000124,345,S1,L1,R3,2018-01-01,1,Yes,46,27731.55,602.8597826
T1000125,344,S1,L5,R1,2018-01-01,1,Yes,32,27976.41,874.2628125
T1000126,343,S1,L1,R2,2018-01-01,1,Yes,90,64035.72,711.508
T1000127,342,S4,L1,R1,2018-01-01,1,Yes,43,31415.55,730.594186
T1000128,3,S4,L2,R1,2018-01-01,1,Yes,72,57288.0,795.6666667
T1000129,341,S1,L1,R2,2018-01-01,1,Yes,70,55812.96,797.328
T1000130,340,S4,L2,R3,2018-01-01,1,Yes,84,61041.6,726.6857143
T1000131,347,S1,L1,R1,2018-01-01,1,Yes,83,57924.0,697.8795181
T1000132,317,S3,L1,R1,2018-01-01,1,Yes,67,54612.0,815.1044776
T1000133,5,S1,L1,R3,2018-01-01,1,Yes,47,36316.08,772.6825532
T1000134,316,S4,L2,R1,2018-01-01,1,Yes,132,86962.68,658.8081818
T1000135,293,S2,L4,R2,2018-01-01,1,Yes,34,28099.44,826.4541176
T1000136,7,S3,L1,R3,2018-01-01,1,Yes,72,53544.48,743.6733333
T1000137,292,S1,L1,R1,2018-01-01,1,Yes,43,29514.24,686.3776744
T1000138,291,S1,L3,R1,2018-01-01,1,Yes,38,28863.9,759.5763158
T1000140,289,S2,L5,R2,2018-01-01,1,Yes,55,43442.04,789.8552727
T1000141,288,S3,L2,R3,2018-01-01,1,Yes,63,41983.2,666.4
T1000142,287,S1,L4,R1,2018-01-01,1,Yes,23,16850.4,732.626087
T1000143,294,S4,L2,R2,2018-01-01,1,Yes,41,36144.9,881.5829268
T1000144,286,S4,L2,R4,2018-01-01,1,Yes,42,35249.76,839.28
T1000145,284,S4,L2,R3,2018-01-01,1,Yes,77,53572.68,695.7490909
T1000147,282,S1,L2,R2,2018-01-01,1,Yes,64,45432.54,709.8834375
T1000148,281,S1,L4,R1,2018-01-01,1,Yes,88,59092.8,671.5090909
T1000149,8,S4,L2,R2,2018-01-01,1,Yes,65,49684.68,764.3796923
T1000150,280,S4,L2,R2,2018-01-01,1,Yes,31,26525.73,855.6687097
T1000151,279,S2,L3,R2,2018-01-01,1,Yes,70,48253.02,689.3288571
T1000152,278,S4,L1,R4,2018-01-01,1,Yes,53,39731.55,749.6518868
T1000153,285,S1,L3,R3,2018-01-01,1,Yes,76,61181.01,805.0132895
T1000154,295,S1,L1,R1,2018-01-01,1,Yes,97,64724.1,667.2587629
T1000155,296,S1,L1,R1,2018-01-01,1,Yes,32,26532.0,829.125
T1000156,297,S2,L3,R4,2018-01-01,1,Yes,41,31630.8,771.4829268
T1000157,315,S4,L2,R1,2018-01-01,1,Yes,55,45684.0,830.6181818
T1000158,314,S1,L1,R2,2018-01-01,1,Yes,34,24284.91,714.2620588
T1000159,313,S1,L3,R1,2018-01-01,1,Yes,113,74332.08,657.8060177
T1000160,312,S4,L2,R1,2018-01-01,1,Yes,83,57937.32,698.04
T1000161,311,S4,L2,R2,2018-01-01,1,Yes,30,22129.8,737.66
T1000162,310,S2,L5,R1,2018-01-01,1,Yes,55,35416.62,643.9385455
T1000163,309,S1,L5,R1,2018-01-01,1,Yes,78,60653.79,777.6126923
T1000164,308,S4,L2,R3,2018-01-01,1,Yes,54,39982.38,740.4144444
T1000165,307,S1,L5,R2,2018-01-01,1,Yes,33,26598.78,806.0236364
T1000166,306,S1,L3,R2,2018-01-01,1,Yes,79,54236.82,686.5420253
T1000167,305,S4,L1,R1,2018-01-01,1,Yes,41,32378.4,789.7170732
T1000168,6,S4,L1,R1,2018-01-01,1,Yes,50,37234.26,744.6852
T1000169,304,S1,L1,R4,2018-01-01,1,Yes,108,74182.08,686.8711111
T1000170,303,S4,L2,R1,2018-01-01,1,Yes,49,34946.1,713.1857143
T1000171,302,S1,L4,R2,2018-01-01,1,Yes,46,32770.05,712.3923913
T1000172,301,S1,L3,R2,2018-01-01,1,Yes,40,34352.01,858.80025
T1000174,299,S1,L1,R3,2018-01-01,1,Yes,88,52939.02,601.5797727
T1000175,298,S4,L1,R1,2018-01-01,1,Yes,43,35399.43,823.2425581
T1000176,276,S1,L1,R2,2018-01-01,1,Yes,47,32897.34,699.9434043
T1000178,193,S2,L3,R4,2018-01-01,1,Yes,45,36434.76,809.6613333
T1000179,192,S1,L1,R3,2018-01-01,1,Yes,53,36153.0,682.1320755
T1000180,87,S4,L2,R3,2018-01-01,1,Yes,35,29043.36,829.8102857
T1000182,85,S4,L2,R1,2018-01-01,1,Yes,47,37581.6,799.6085106
T1000183,24,S1,L1,R2,2018-01-01,1,Yes,30,24935.04,831.168
T1000184,84,S1,L1,R3,2018-01-01,1,Yes,21,18342.9,873.4714286
T1000185,83,S2,L5,R1,2018-01-01,1,Yes,90,60905.88,676.732
T1000187,81,S3,L2,R1,2018-01-01,1,Yes,50,40837.5,816.75
T1000189,80,S1,L1,R1,2018-01-01,1,Yes,32,27518.4,859.95
T1000191,77,S2,L5,R3,2018-01-01,1,Yes,23,19276.95,838.1282609
T1000192,76,S2,L3,R3,2018-01-01,1,Yes,62,54510.72,879.2051613
T1000193,75,S3,L2,R3,2018-01-01,1,Yes,68,55256.76,812.5994118
T1000196,72,S1,L2,R3,2018-01-01,1,Yes,26,21769.44,837.2861538
T1000197,25,S1,L3,R1,2018-01-01,1,Yes,47,38159.37,811.9014894
T1000198,79,S2,L5,R4,2018-01-01,1,Yes,38,33914.94,892.4984211
T1000199,71,S2,L5,R1,2018-01-01,1,Yes,40,31126.5,778.1625
T1000200,89,S1,L4,R1,2018-01-01,1,Yes,23,19155.69,832.856087
T1000201,91,S3,L1,R1,2018-01-01,1,Yes,56,45338.31,809.6126786
T1000202,108,S1,L1,R4,2018-01-01,1,Yes,46,35656.8,775.1478261
T1000203,107,S1,L3,R3,2018-01-01,1,Yes,49,37879.71,773.0553061
T1000204,106,S1,L1,R4,2018-01-01,1,Yes,61,43882.26,719.3813115
T1000205,105,S4,L2,R1,2018-01-01,1,Yes,40,29696.58,742.4145
T1000206,104,S1,L1,R2,2018-01-01,1,Yes,47,37623.24,800.4944681
T1000207,103,S1,L3,R3,2018-01-01,1,Yes,81,67049.76,827.7748148
T1000208,102,S4,L2,R1,2018-01-01,1,Yes,37,27197.94,735.0794595
T1000209,101,S1,L4,R3,2018-01-01,1,Yes,36,29429.73,817.4925
T1000210,90,S1,L1,R3,2018-01-01,1,Yes,40,29089.77,727.24425
T1000211,100,S1,L1,R2,2018-01-01,1,Yes,58,44586.63,768.735
T1000212,98,S2,L5,R2,2018-01-01,1,Yes,79,56481.3,714.9531646
T1000213,97,S4,L1,R1,2018-01-01,1,Yes,64,50328.96,786.39
T1000215,96,S3,L1,R3,2018-01-01,1,Yes,58,43778.4,754.8
T1000216,95,S3,L1,R1,2018-01-01,1,Yes,53,40939.86,772.4501887
T1000218,93,S1,L1,R4,2018-01-01,1,Yes,46,33786.06,734.4795652
T1000219,92,S1,L4,R2,2018-01-01,1,Yes,50,37680.75,753.615
T1000221,70,S1,L1,R3,2018-01-01,1,Yes,36,27247.89,756.8858333
T1000223,68,S1,L2,R4,2018-01-01,1,Yes,37,26983.44,729.2821622
T1000224,46,S2,L1,R2,2018-01-01,1,Yes,59,42451.2,719.5118644
T1000225,45,S3,L1,R1,2018-01-01,1,Yes,45,30511.38,678.0306667
T1000226,44,S1,L3,R2,2018-01-01,1,Yes,50,43734.6,874.692
T1000227,43,S1,L1,R2,2018-01-01,1,Yes,41,31358.34,764.837561
T1000228,42,S1,L4,R3,2018-01-01,1,Yes,59,49283.85,835.3194915
T1000229,41,S1,L1,R2,2018-01-01,1,Yes,40,34832.7,870.8175
T1000230,40,S1,L1,R4,2018-01-01,1,Yes,72,46017.51,639.1320833
T1000231,39,S4,L1,R1,2018-01-01,1,Yes,30,23423.82,780.794
T1000232,47,S4,L2,R2,2018-01-01,1,Yes,26,22323.33,858.5896154
T1000233,38,S1,L3,R2,2018-01-01,1,Yes,37,32167.2,869.3837838
T1000234,36,S1,L3,R4,2018-01-01,1,Yes,47,35736.0,760.3404255
T1000235,28,S3,L2,R3,2018-01-01,1,Yes,40,34652.52,866.313
T1000236,35,S1,L1,R2,2018-01-01,1,Yes,51,37629.36,737.8305882
T1000237,34,S1,L3,R1,2018-01-01,1,Yes,77,66108.24,858.5485714
T1000238,33,S4,L2,R4,2018-01-01,1,Yes,31,25787.91,831.8680645
T1000239,32,S1,L1,R2,2018-01-01,1,Yes,48,32377.05,674.521875
T1000240,31,S1,L5,R2,2018-01-01,1,Yes,62,53411.4,861.4741935
T1000241,30,S1,L2,R2,2018-01-01,1,Yes,38,27322.11,719.0028947
T1000242,37,S1,L3,R3,2018-01-01,1,Yes,61,46580.85,763.6204918
T1000243,27,S1,L3,R3,2018-01-01,1,Yes,35,26910.84,768.8811429
T1000244,48,S1,L1,R2,2018-01-01,1,Yes,77,57111.12,741.7028571
T1000245,49,S4,L1,R2,2018-01-01,1,Yes,37,30395.52,821.5005405
T1000246,67,S2,L5,R1,2018-01-01,1,Yes,65,44949.45,691.53
T1000248,65,S1,L2,R2,2018-01-01,1,Yes,60,46070.64,767.844
T1000249,64,S3,L1,R2,2018-01-01,1,Yes,52,42293.94,813.345
T1000250,63,S1,L1,R2,2018-01-01,1,Yes,25,18729.36,749.1744
T1000251,62,S2,L5,R1,2018-01-01,1,Yes,59,44332.68,751.4013559
T1000252,61,S1,L1,R3,2018-01-01,1,Yes,53,38172.6,720.2377358
T1000253,60,S1,L5,R2,2018-01-01,1,Yes,41,32148.0,784.097561
T1000254,26,S1,L1,R3,2018-01-01,1,Yes,59,44263.8,750.2338983
T1000255,59,S1,L3,R1,2018-01-01,1,Yes,76,63637.02,837.3292105
T1000256,58,S1,L1,R1,2018-01-01,1,Yes,61,42046.2,689.2819672
T1000257,57,S4,L1,R1,2018-01-01,1,Yes,32,23254.11,726.6909375
T1000258,56,S2,L5,R3,2018-01-01,1,Yes,45,32458.08,721.2906667
T1000260,54,S1,L2,R3,2018-01-01,1,Yes,59,46891.5,794.7711864
T1000261,53,S3,L1,R2,2018-01-01,1,Yes,62,55593.72,896.6729032
T1000262,52,S1,L1,R3,2018-01-01,1,Yes,33,27864.42,844.3763636
T1000263,51,S1,L1,R2,2018-01-01,1,Yes,50,42577.98,851.5596
T1000264,50,S3,L2,R4,2018-01-01,1,Yes,67,47837.25,713.988806
T1000265,22,S1,L1,R4,2018-01-01,1,Yes,85,67557.24,794.7910588
T1000267,110,S2,L3,R3,2018-01-01,1,Yes,50,38938.8,778.776
T1000269,17,S1,L1,R2,2018-01-01,1,Yes,56,40585.86,724.7475
T1000271,168,S2,L3,R3,2018-01-01,1,Yes,45,33094.8,735.44
T1000272,167,S1,L1,R2,2018-01-01,1,Yes,30,25254.99,841.833
T1000273,166,S1,L1,R2,2018-01-01,1,Yes,43,30861.0,717.6976744
T1000274,165,S1,L1,R2,2018-01-01,1,Yes,42,37028.34,881.6271429
T1000276,163,S1,L2,R3,2018-01-01,1,Yes,92,69630.0,756.8478261
T1000277,170,S1,L1,R2,2018-01-01,1,Yes,45,39969.72,888.216
T1000280,159,S2,L1,R3,2018-01-01,1,Yes,102,68569.92,672.2541176
T1000281,158,S4,L2,R2,2018-01-01,1,Yes,76,52119.09,685.7775
T1000282,18,S4,L1,R1,2018-01-01,1,Yes,39,26347.89,675.5869231
T1000283,157,S4,L2,R1,2018-01-01,1,Yes,55,46555.41,846.462
T1000284,156,S1,L1,R3,2018-01-01,1,Yes,44,33333.12,757.5709091
T1000285,155,S3,L1,R2,2018-01-01,1,Yes,50,35640.0,712.8
T1000286,154,S1,L3,R2,2018-01-01,1,Yes,115,82906.2,720.9234783
T1000287,161,S1,L1,R3,2018-01-01,1,Yes,125,81403.2,651.2256
T1000288,171,S4,L2,R3,2018-01-01,1,Yes,36,31800.0,883.3333333
T1000289,172,S1,L1,R1,2018-01-01,1,Yes,66,50804.01,769.7577273
T1000290,173,S4,L2,R1,2018-01-01,1,Yes,60,46509.54,775.159
T1000291,191,S3,L1,R1,2018-01-01,1,Yes,62,41235.48,665.0883871
T1000292,190,S3,L3,R1,2018-01-01,1,Yes,36,32101.92,891.72
T1000294,188,S3,L2,R1,2018-01-01,1,Yes,39,29496.54,756.3215385
T1000295,187,S1,L1,R1,2018-01-01,1,Yes,25,20638.8,825.552
T1000298,184,S1,L2,R2,2018-01-01,1,Yes,55,40186.5,730.6636364
T1000299,183,S1,L3,R1,2018-01-01,1,Yes,69,50121.0,726.3913043
T1000300,16,S1,L3,R1,2018-01-01,1,Yes,94,68044.95,723.8824468
T1000301,182,S3,L1,R1,2018-01-01,1,Yes,72,51291.51,712.3820833
T1000302,181,S3,L1,R3,2018-01-01,1,Yes,39,30167.28,773.52
T1000305,178,S3,L2,R3,2018-01-01,1,Yes,32,28636.71,894.8971875
T1000306,177,S2,L1,R4,2018-01-01,1,Yes,77,61160.4,794.2909091
T1000308,175,S4,L2,R1,2018-01-01,1,Yes,38,31424.04,826.9484211
T1000309,174,S1,L1,R4,2018-01-01,1,Yes,86,66478.5,773.005814
T1000310,153,S4,L2,R1,2018-01-01,1,Yes,31,26400.0,851.6129032
T1000311,356,S3,L3,R1,2018-01-01,1,Yes,23,20410.2,887.4
T1000312,152,S2,L1,R1,2018-01-01,1,Yes,48,40032.72,834.015
T1000313,150,S4,L2,R1,2018-01-01,1,Yes,31,23971.68,773.28
T1000314,128,S1,L2,R2,2018-01-01,1,Yes,84,63596.25,757.0982143
T1000315,127,S4,L2,R2,2018-01-01,1,Yes,111,87717.66,790.2491892
T1000316,126,S4,L2,R2,2018-01-01,1,Yes,71,48356.37,681.0756338
T1000317,125,S4,L2,R1,2018-01-01,1,Yes,68,59560.35,875.8875
T1000325,118,S2,L1,R4,2018-01-01,1,Yes,39,34079.22,873.8261538
T1000327,116,S2,L3,R3,2018-01-01,1,Yes,85,55071.9,647.9047059
T1000328,115,S4,L2,R1,2018-01-01,1,Yes,46,37318.2,811.2652174
T1000330,113,S2,L3,R3,2018-01-01,1,Yes,41,32589.18,794.8580488
T1000331,112,S1,L1,R3,2018-01-01,1,Yes,50,40529.97,810.5994
T1000332,120,S3,L2,R2,2018-01-01,1,Yes,59,47325.6,802.1288136
T1000333,130,S1,L1,R3,2018-01-01,1,Yes,54,40538.16,750.7066667
T1000334,131,S4,L2,R1,2018-01-01,1,Yes,37,27043.08,730.8940541
T1000335,132,S1,L1,R3,2018-01-01,1,Yes,96,69123.36,720.035
T1000337,148,S1,L1,R2,2018-01-01,1,Yes,98,76955.76,785.2628571
T1000338,147,S4,L2,R4,2018-01-01,1,Yes,119,82191.06,690.6811765
T1000339,146,S4,L2,R1,2018-01-01,1,Yes,59,41945.64,710.9430508
T1000340,19,S1,L1,R3,2018-01-01,1,Yes,63,42504.12,674.6685714
T1000341,145,S1,L3,R1,2018-01-01,1,Yes,54,41657.76,771.44
T1000342,144,S1,L3,R3,2018-01-01,1,Yes,51,44448.24,871.5341176
T1000343,143,S3,L2,R3,2018-01-01,1,Yes,27,22034.85,816.1055556
T1000344,142,S2,L1,R3,2018-01-01,1,Yes,35,29117.25,831.9214286
T1000345,141,S1,L1,R2,2018-01-01,1,Yes,58,41675.04,718.5351724
T1000346,140,S4,L1,R1,2018-01-01,1,Yes,66,47806.35,724.3386364
T1000347,139,S4,L2,R2,2018-01-01,1,Yes,69,59985.9,869.3608696
T1000348,138,S1,L1,R1,2018-01-01,1,Yes,64,47407.5,740.7421875
T1000349,137,S4,L1,R1,2018-01-01,1,Yes,21,17166.24,817.44
T1000350,136,S2,L5,R4,2018-01-01,1,Yes,33,28994.94,878.6345455
T1000351,135,S1,L1,R4,2018-01-01,1,Yes,43,33519.81,779.5304651
T1000352,134,S1,L4,R1,2018-01-01,1,Yes,44,34353.0,780.75
T1000353,20,S1,L1,R1,2018-01-01,1,Yes,36,32147.28,892.98
T1000354,133,S1,L1,R4,2018-01-01,1,Yes,68,55777.92,820.2635294
T1000355,151,S1,L3,R2,2018-01-01,1,Yes,76,50129.55,659.5993421
T1000356,357,S4,L1,R1,2018-01-01,1,Yes,49,33680.01,687.3471429
T1000358,365,S2,L1,R2,2018-01-01,1,Yes,32,25521.75,797.5546875
T1000359,361,S1,L3,R1,2018-01-01,1,Yes,26,20533.5,789.75
T1000360,358,S3,L1,R1,2018-01-01,1,Yes,85,59517.6,700.2070588
T1000361,359,S2,L3,R2,2018-01-01,1,Yes,55,43514.28,791.1687273
T1000362,362,S1,L3,R3,2018-01-01,1,Yes,37,27770.4,750.5513514
T1000363,363,S1,L1,R2,2018-01-01,1,Yes,42,29676.24,706.5771429
T1000365,364,S2,L3,R2,2018-01-01,1,Yes,43,29538.0,686.9302326
T1000366,214,S1,L1,R4,2018-01-02,0,Yes,53,46686.0,880.8679245
T1000368,349,S1,L1,R4,2018-01-02,0,Yes,62,51198.0,825.7741935
T1000369,197,S2,L5,R1,2018-01-02,0,Yes,46,32685.0,710.5434783
T1000370,82,S4,L2,R1,2018-01-02,0,Yes,81,54597.0,674.037037
T1000371,151,S1,L3,R2,2018-01-02,0,Yes,47,35361.0,752.3617021
T1000372,323,S1,L4,R1,2018-01-02,0,Yes,54,36978.0,684.7777778
T1000373,231,S4,L2,R3,2018-01-02,0,Yes,100,70152.0,701.52
T1000375,27,S1,L3,R3,2018-01-02,0,Yes,51,43047.0,844.0588235
T1000376,284,S4,L2,R3,2018-01-02,0,Yes,68,54837.0,806.4264706
T1000377,258,S2,L4,R4,2018-01-02,0,Yes,43,34755.0,808.255814
T1000378,110,S2,L3,R3,2018-01-02,0,Yes,45,39948.0,887.7333333
T1000379,154,S1,L3,R2,2018-01-02,0,Yes,86,59343.0,690.0348837
T1000380,248,S1,L1,R2,2018-01-02,0,Yes,48,38553.0,803.1875
T1000381,321,S3,L1,R2,2018-01-02,0,Yes,76,59331.0,780.6710526
T1000382,38,S1,L3,R2,2018-01-02,0,Yes,50,40428.0,808.56
T1000383,109,S1,L1,R1,2018-01-02,0,Yes,92,67047.0,728.7717391
T1000385,155,S3,L1,R2,2018-01-02,0,Yes,75,62307.0,830.76
T1000386,81,S3,L2,R1,2018-01-02,0,Yes,67,59049.0,881.3283582
T1000387,156,S1,L1,R3,2018-01-02,0,Yes,76,65868.0,866.6842105
T1000388,322,S2,L3,R4,2018-01-02,0,Yes,44,37842.0,860.0454545
T1000389,239,S3,L1,R3,2018-01-02,0,Yes,69,55500.0,804.3478261
T1000390,61,S1,L1,R3,2018-01-02,0,Yes,74,55998.0,756.7297297
T1000391,150,S4,L2,R1,2018-01-02,0,Yes,117,82629.0,706.2307692
T1000392,327,S4,L1,R3,2018-01-02,0,Yes,97,66723.0,687.8659794
